Date,FuzzedDescription,UnitsSold,PricePerUnitPounds,RevenuePounds,K-Means_Cluster,DBScan,HDBScan,Spectral-Cluster
2010-06-02,red spotty charlotte bag,11,1.25,13.75,5,0,8,5
2010-06-02,red spotty oven glove double,2,1.25,2.5,3,0,7,7
2010-06-02,red spotty shopper bag,19,1.6800000000000002,31.92,3,0,8,7
2010-06-02,red toadstool led night light,13,2.5,32.5,7,1,-1,8
2010-06-02,retro spot cake stand,26,10.45,271.7,6,2,5,6
2010-06-02,retro spot large milk jug,7,4.95,34.65,6,2,5,6
2010-06-02,retro spot small milk jug,5,2.55,12.75,6,2,5,6
2010-06-02,retro spot storage jar,4,3.75,15.0,6,2,5,6
2010-06-02,retro spot sugar jam bowl,4,2.55,10.2,6,2,5,6
2010-06-02,retro spot traditional teapot,9,9.76,87.84,6,2,5,6
2010-06-02,retro spots butter dish,5,4.95,24.75,6,2,5,6
2010-06-02,rex cashcarry jumbo shopper,4,0.9500000000000001,3.8,5,0,8,5
2010-06-02,round container set of 5 retrospot,2,3.36,6.72,6,2,5,6
2010-06-02,round snack boxes set 4 fruits,8,3.94,31.52,9,2,-1,4
2010-06-02,round snack boxes set4 woodland,1,5.91,5.91,9,2,-1,4
2010-06-02,set 12 retro white chalk sticks,1,0.81,0.81,0,2,-1,4
2010-06-02,set of 72 pink heart paper doilies,2,2.98,5.96,9,2,6,4
2010-06-02,set of 72 retro spot paper doilies,12,1.45,17.4,9,2,6,4
2010-06-02,set10 pink spotty party candles,1,1.25,1.25,3,0,7,7
2010-06-02,set2 red spotty tea towels,1,2.95,2.95,3,0,7,7
2010-06-02,set20 red spotty paper napkins,58,1.05,60.9,3,0,7,7
2010-06-02,set5 red spotty lid glass bowls,9,3.69,33.21,3,0,7,7
2010-06-02,set6 red spotty paper cups,57,1.09,62.13,3,0,7,7
2010-06-02,skull shoulder bag,3,1.65,4.95,8,0,8,1
2010-06-02,small glass heart trinket pot,4,4.21,16.84,2,1,11,2
2010-06-02,small popcorn holder,26,0.85,22.1,7,1,12,8
2010-06-02,space boy birthday card,14,0.64,8.96,11,1,-1,11
2010-06-02,strawberry ceramic trinket box,17,1.88,31.96,2,1,-1,2
2010-06-02,strawberry charlotte bag,10,0.85,8.5,5,0,8,5
2010-06-02,strawberry lunchbox with cutlery,7,3.8,26.6,9,2,6,4
2010-06-02,swallows greeting card,12,0.42,5.04,11,1,9,11
2010-06-02,sweetheart ceramic trinket box,1,2.51,2.51,2,1,11,2
2010-06-02,tea bag plate red spotty,4,1.25,5.0,3,0,7,7
2010-06-02,tea party birthday card,1,0.85,0.85,11,1,9,11
2010-06-02,tea time tea towels,5,2.95,14.75,9,0,-1,4
2010-06-02,toilet metal sign,13,0.92,11.96,4,4,0,0
2010-06-02,toy tidy pink retrospot,4,3.16,12.64,6,2,5,6
2010-06-02,victorian glass hanging tlight,50,1.56,78.0,7,1,12,8
2010-06-02,victorian sewing box large,2,5.95,11.9,2,1,-1,11
2010-06-02,vintage union jack bunting,11,9.91,109.01,11,1,-1,11
2010-06-02,vintage union jack cushion cover,35,4.95,173.25,11,1,9,11
2010-06-02,weekend bag vintage rose paisley,1,16.98,16.98,5,0,8,5
2010-06-02,white hanging heart tlight holder,75,3.23,242.25,7,1,12,8
2010-06-02,white spot red ceramic drawer knob,56,1.46,81.76,6,2,5,6
2010-06-02,white wood garden plant ladder,2,9.95,19.9,0,1,3,10
2010-06-02,wood 2 drawer cabinet white finish,7,5.95,41.65,0,1,3,10
2010-06-02,wood black board ant white finish,9,6.45,58.05,0,1,3,10
2010-06-02,wood s3 cabinet ant white finish,4,7.95,31.8,0,1,3,10
2010-06-02,wooden box of dominoes,1,2.51,2.51,0,1,-1,10
2010-06-02,wooden frame antique white,18,2.95,53.1,0,1,3,10
2010-06-02,wooden happy birthday garland,3,1.69,5.07,0,1,3,10
2010-06-02,wooden picture frame white finish,5,2.55,12.75,0,1,3,10
2010-06-02,woodland charlotte bag,20,0.85,17.0,5,0,8,5
2010-06-02,zinc metal heart decoration,14,1.67,23.38,7,1,12,8
2010-06-03,12 pencils tall tube posy,12,0.85,10.2,9,0,-1,7
2010-06-03,3 stripey mice feltcraft,6,1.9500000000000002,11.7,12,1,10,2
2010-06-03,6 ribbons rustic charm,2,2.5,5.0,0,2,6,4
2010-06-03,60 teatime fairy cake cases,48,0.55,26.4,1,3,2,9
2010-06-03,72 sweetheart fairy cake cases,24,0.55,13.2,1,3,2,9
2010-06-03,antique silver tea glass etched,6,1.25,7.5,0,1,-1,10
2010-06-03,assorted colour bird ornament,56,1.69,94.64,7,1,-1,8
2010-06-03,bag 500g swirly marbles,42,0.64,26.88,5,0,8,5
2010-06-03,baking set 9 piece retrospot,7,4.95,34.65,6,2,5,6
2010-06-03,baking set spaceboy design,7,4.95,34.65,8,0,-1,1
2010-06-03,bathroom metal sign,3,1.9,5.7,4,4,0,0
2010-06-03,beware of the cat metal sign,14,1.69,23.66,4,4,0,0
2010-06-03,blue happy birthday bunting,6,5.45,32.7,0,1,-1,10
2010-06-03,blue spotty cup,27,1.01,27.27,3,0,7,7
2010-06-03,box of 24 cocktail parasols,80,0.52,41.6,11,1,9,11
2010-06-03,ceramic cake bowl hanging cakes,1,9.95,9.95,7,1,12,8
2010-06-03,ceramic cake design spotted mug,12,1.49,17.88,6,2,5,6
2010-06-03,charlotte bag pinkwhite spots,101,1.19,120.19,5,0,8,5
2010-06-03,charlotte bag suki design,25,1.12,28.0,5,0,8,5
2010-06-03,childs apron spaceboy design,58,1.8,104.4,8,-1,-1,1
2010-06-03,chocolate this way metal sign,5,2.8,14.0,4,4,0,0
2010-06-03,colour glass tlight holder hanging,497,1.73,859.81,7,1,12,8
2010-06-03,cook with wine metal sign,10,1.9500000000000002,19.5,4,4,0,0
2010-06-03,door mat 3 smiley cats,4,7.49,29.96,10,5,1,3
2010-06-03,door mat fairy cake,19,7.2,136.8,10,5,1,3
2010-06-03,door mat fancy font home sweet home,13,9.14,118.82,10,5,1,3
2010-06-03,door mat new england,1,7.49,7.49,10,5,1,3
2010-06-03,door mat red spot,13,9.14,118.82,10,5,1,3
2010-06-03,door mat spotty home sweet home,15,7.11,106.65,10,5,1,3
2010-06-03,door mat union flag,82,7.0,574.0,10,5,1,3
2010-06-03,doormat hearts,1,7.49,7.49,10,5,1,3
2010-06-03,doormat union jack guns and roses,4,7.49,29.96,10,5,1,3
2010-06-03,doorstop retrospot heart,1,3.75,3.75,6,2,5,6
2010-06-03,edwardian parasol black,6,5.95,35.7,11,1,9,11
2010-06-03,edwardian parasol natural,66,7.87,519.42,11,1,9,11
2010-06-03,fairy cake notebook a5 size,12,0.85,10.2,1,3,2,9
2010-06-03,fancy font birthday card,25,0.42,10.5,11,1,-1,11
2010-06-03,feltcraft 6 flower friends,25,2.1,52.5,12,1,10,2
2010-06-03,four hook white lovebirds,6,2.1,12.6,7,1,-1,8
2010-06-03,gin tonic diet metal sign,37,2.4,88.8,4,4,0,0
2010-06-03,grand chocolatecandle,9,1.45,13.05,4,4,0,0
2010-06-03,hand over the chocolate sign,56,1.9,106.4,4,4,0,0
2010-06-03,hanging heart zinc tlight holder,224,2.1,470.4,7,1,12,8
2010-06-03,hanging jam jar tlight holder,74,2.33,172.42,7,1,12,8
2010-06-03,hanging metal star lantern,16,1.65,26.4,7,1,12,8
2010-06-03,heart filigree dove small,4,1.25,5.0,2,1,-1,2
2010-06-03,heart of wicker large,26,3.94,102.44,2,1,11,2
2010-06-03,home sweet home metal sign,18,2.95,53.1,4,4,0,0
2010-06-03,hook 3 hanger magic garden,1,1.6600000000000001,1.6600000000000001,7,1,12,8
2010-06-03,hot baths metal sign,1,2.1,2.1,4,4,0,0
2010-06-03,im on holiday metal sign,17,2.8,47.6,4,4,0,0
2010-06-03,ivory hanging decoration heart,24,0.85,20.4,7,1,12,8
2010-06-03,jumbo bag baroque black white,111,1.8,199.8,5,0,8,5
2010-06-03,jumbo bag pink with white spots,133,1.88,250.04,5,0,8,5
2010-06-03,jumbo bag spaceboy design,14,1.9500000000000002,27.3,5,0,8,5
2010-06-03,jumbo bag strawberry,37,1.9500000000000002,72.15,5,0,8,5
2010-06-03,jumbo bag toys,148,2.23,330.04,5,0,8,5
2010-06-03,jumbo shopper vintage red paisley,37,2.52,93.24,5,0,8,5
2010-06-03,jumbo storage bag skulls,64,2.52,161.28,5,0,8,5
2010-06-03,key fob shed,2,0.65,1.3,4,4,0,0
2010-06-03,ladies gentlemen metal sign,27,2.55,68.85,4,4,0,0
2010-06-03,large heart measuring spoons,44,1.57,69.08,2,1,11,2
2010-06-03,large popcorn holder,56,1.9300000000000002,108.08,7,1,12,8
2010-06-03,love building block word,8,7.43,59.44,2,1,11,8
2010-06-03,lovebird hanging decoration white,12,1.05,12.6,7,1,12,8
2010-06-03,lunch bag black skull,27,2.5,67.5,8,0,8,1
2010-06-03,lunch bag cars blue,130,1.6099999999999999,209.3,8,0,8,1
2010-06-03,lunch bag red spotty,130,2.04,265.2,3,0,8,7
2010-06-03,lunch bag woodland,232,2.08,482.56,8,0,8,1
2010-06-03,lunchbag pink retrospot,127,2.04,259.08,6,2,5,6
2010-06-03,lunchbag spaceboy design,44,1.65,72.6,8,0,8,1
2010-06-03,lunchbag suki design,42,2.16,90.72,8,0,8,1
2010-06-03,lunchbox with cutlery retrospot,31,3.18,98.58,6,2,5,6
2010-06-03,magic drawing slate spaceboy,52,0.42,21.84,8,0,-1,1
2010-06-03,memo board cottage design,6,6.47,38.82,0,-1,-1,10
2010-06-03,memo board retrospot design,7,4.95,34.65,6,2,5,6
2010-06-03,metal sign take it or leave it,20,2.95,59.0,4,4,0,0
2010-06-03,mini cake stand hanging strawbery,14,4.42,61.88,7,1,12,8
2010-06-03,no singing metal sign,9,2.8,25.2,4,4,0,0
2010-06-03,pack 20 english rose paper napkins,34,1.01,34.34,9,2,6,4
2010-06-03,pack of 12 hearts design tissues,24,0.29,6.96,1,3,2,9
2010-06-03,pack of 6 birdy gift tags,13,1.88,24.44,1,3,2,9
2010-06-03,pack of 60 dinosaur cake cases,2,1.28,2.56,1,3,2,9
2010-06-03,pack of 60 mushroom cake cases,25,0.92,23.0,1,3,2,9
2010-06-03,pack of 60 pink paisley cake cases,50,0.79,39.5,1,3,2,9
2010-06-03,pack of 60 spaceboy cake cases,48,0.55,26.4,1,3,2,9
2010-06-03,pack of 72 retro spot cake cases,316,0.67,211.72,1,3,2,9
2010-06-03,pack of 72 skull cake cases,24,0.55,13.2,1,3,2,9
2010-06-03,paper bunting retro spots,21,2.95,61.95,0,2,6,4
2010-06-03,paper chain kit retro spot,6,2.95,17.7,0,2,6,4
2010-06-03,party bunting,58,5.07,294.06,0,1,-1,10
2010-06-03,party metal sign,7,2.0,14.0,4,4,0,0
2010-06-03,pink 3 piece mini dots cutlery set,39,3.75,146.25,9,2,6,4
2010-06-03,pink blue felt craft trinket box,14,1.88,26.32,12,1,10,2
2010-06-03,pink doughnut trinket pot,12,1.65,19.8,2,1,11,2
2010-06-03,pink fairy cake childs apron,2,1.9500000000000002,3.9,1,3,2,9
2010-06-03,plasters in tin circus parade,68,1.65,112.2,8,0,4,1
2010-06-03,plasters in tin skulls,4,1.65,6.6,8,0,4,1
2010-06-03,plasters in tin spaceboy,168,1.6099999999999999,270.48,8,0,4,1
2010-06-03,plasters in tin strongman,38,1.65,62.7,8,0,4,1
2010-06-03,plasters in tin vintage paisley,108,1.55,167.4,8,0,4,1
2010-06-03,plasters in tin woodland animals,145,1.6099999999999999,233.45,8,0,4,1
2010-06-03,pottering in the shed metal sign,14,3.08,43.12,4,4,0,0
2010-06-03,potting shed tea mug,12,1.25,15.0,6,2,5,6
2010-06-03,recycling bag retrospot,17,3.16,53.72,6,2,5,6
2010-06-03,red gingham rose jewellery box,4,2.5,10.0,2,1,-1,2
2010-06-03,red spot ceramic drawer knob,710,1.2,852.0,6,2,5,6
2010-06-03,red spotty biscuit tin,2,3.75,7.5,3,0,7,7
2010-06-03,red spotty bowl,16,1.25,20.0,3,0,7,7
2010-06-03,red spotty charlotte bag,217,0.96,208.32,5,0,8,5
2010-06-03,red spotty oven glove double,150,1.06,159.0,3,0,7,7
2010-06-03,red spotty shopper bag,30,2.17,65.1,3,0,8,7
2010-06-03,red toadstool led night light,24,1.65,39.6,7,1,-1,8
2010-06-03,regency cakestand 3 tier,1,12.75,12.75,6,2,6,4
2010-06-03,retro spot cake stand,6,10.45,62.7,6,2,5,6
2010-06-03,retro spot large milk jug,2,4.95,9.9,6,2,5,6
2010-06-03,retro spot small milk jug,6,3.8,22.8,6,2,5,6
2010-06-03,retro spot sugar jam bowl,7,3.39,23.73,6,2,5,6
2010-06-03,retro spot tea set ceramic 11 pc,1,11.02,11.02,6,2,5,6
2010-06-03,retro spot traditional teapot,6,10.96,65.76,6,2,5,6
2010-06-03,rex cashcarry jumbo shopper,3,0.9500000000000001,2.85,5,0,8,5
2010-06-03,ribbon reel spots design,20,1.65,33.0,0,2,6,4
2010-06-03,round container set of 5 retrospot,4,2.22,8.88,6,2,5,6
2010-06-03,round snack boxes set 4 fruits,3,2.95,8.85,9,2,-1,4
2010-06-03,round snack boxes set4 woodland,4,4.43,17.72,9,2,-1,4
2010-06-03,set 12 retro white chalk sticks,18,0.42,7.5600000000000005,0,2,-1,4
2010-06-03,set of 3 heart cookie cutters,12,1.25,15.0,2,1,11,2
2010-06-03,set of 36 paisley flower doilies,1,1.45,1.45,9,2,6,4
2010-06-03,set of 36 teatime paper doilies,1,1.45,1.45,9,2,6,4
2010-06-03,set of 72 retro spot paper doilies,96,1.25,120.0,9,2,6,4
2010-06-03,set10 pink spotty party candles,396,1.37,542.52,3,0,7,7
2010-06-03,set2 red spotty tea towels,15,2.95,44.25,3,0,7,7
2010-06-03,set20 red spotty paper napkins,126,0.8,100.8,3,0,7,7
2010-06-03,set5 red spotty lid glass bowls,47,3.8,178.6,3,0,7,7
2010-06-03,set6 purple butterfly tlights,73,2.95,215.35,7,1,12,8
2010-06-03,set6 red spotty paper cups,96,0.64,61.44,3,0,7,7
2010-06-03,small glass heart trinket pot,5,2.1,10.5,2,1,11,2
2010-06-03,small popcorn holder,42,1.05,44.1,7,1,12,8
2010-06-03,space boy birthday card,96,0.4,38.4,11,1,-1,11
2010-06-03,strawberry ceramic trinket box,48,1.5,72.0,2,1,-1,2
2010-06-03,strawberry charlotte bag,23,1.05,24.15,5,0,8,5
2010-06-03,strawberry lunchbox with cutlery,40,2.55,102.0,9,2,6,4
2010-06-03,swallows greeting card,25,0.56,14.0,11,1,9,11
2010-06-03,sweetheart ceramic trinket box,41,1.5,61.5,2,1,11,2
2010-06-03,tea bag plate red spotty,17,1.05,17.85,3,0,7,7
2010-06-03,tea party birthday card,26,0.56,14.56,11,1,9,11
2010-06-03,tea time tea towels,6,2.95,17.7,9,0,-1,4
2010-06-03,toilet metal sign,1,0.55,0.55,4,4,0,0
2010-06-03,toy tidy pink retrospot,19,2.1,39.9,6,2,5,6
2010-06-03,toy tidy spaceboy,10,2.1,21.0,8,0,8,1
2010-06-03,victorian glass hanging tlight,12,1.67,20.04,7,1,12,8
2010-06-03,victorian sewing box large,9,5.95,53.55,2,1,-1,11
2010-06-03,vintage heads and tails card game,26,1.25,32.5,11,1,9,11
2010-06-03,vintage snap cards,39,1.01,39.39,11,1,-1,11
2010-06-03,vintage union jack bunting,44,8.5,374.0,11,1,-1,11
2010-06-03,vintage union jack cushion cover,26,4.95,128.7,11,1,9,11
2010-06-03,white hanging heart tlight holder,156,3.17,494.52,7,1,12,8
2010-06-03,white spot red ceramic drawer knob,120,1.19,142.8,6,2,5,6
2010-06-03,white wood garden plant ladder,1,9.95,9.95,0,1,3,10
2010-06-03,wood 2 drawer cabinet white finish,6,5.95,35.7,0,1,3,10
2010-06-03,wood black board ant white finish,28,6.27,175.56,0,1,3,10
2010-06-03,wood s3 cabinet ant white finish,2,7.95,15.9,0,1,3,10
2010-06-03,wooden box of dominoes,14,1.25,17.5,0,1,-1,10
2010-06-03,wooden frame antique white,29,2.8200000000000003,81.78,0,1,3,10
2010-06-03,wooden happy birthday garland,12,2.5300000000000002,30.36,0,1,3,10
2010-06-03,wooden picture frame white finish,12,2.38,28.56,0,1,3,10
2010-06-03,woodland charlotte bag,202,1.03,208.06,5,0,8,5
2010-06-03,world war 2 gliders asstd designs,98,0.21,20.58,11,1,9,11
2010-06-03,zinc metal heart decoration,32,1.25,40.0,7,1,12,8
2010-06-04,12 pencils small tube red spotty,1,1.28,1.28,3,0,7,7
2010-06-04,12 pencils tall tube posy,1,1.6600000000000001,1.6600000000000001,9,0,-1,7
2010-06-04,6 ribbons rustic charm,12,2.5,30.0,0,2,6,4
2010-06-04,60 teatime fairy cake cases,34,0.55,18.7,1,3,2,9
2010-06-04,72 sweetheart fairy cake cases,2,1.28,2.56,1,3,2,9
2010-06-04,airline bag vintage jet set red,1,6.35,6.35,5,0,8,5
2010-06-04,antique silver tea glass etched,174,1.6099999999999999,280.14,0,1,-1,10
2010-06-04,assorted colour bird ornament,24,1.69,40.56,7,1,-1,8
2010-06-04,bag 500g swirly marbles,15,1.25,18.75,5,0,8,5
2010-06-04,baking set 9 piece retrospot,4,4.95,19.8,6,2,5,6
2010-06-04,baking set spaceboy design,5,9.0,45.0,8,0,-1,1
2010-06-04,bathroom metal sign,1,1.28,1.28,4,4,0,0
2010-06-04,beware of the cat metal sign,4,2.95,11.8,4,4,0,0
2010-06-04,blue happy birthday bunting,256,4.92,1259.52,0,1,-1,10
2010-06-04,blue spotty cup,3,1.6600000000000001,4.98,3,0,7,7
2010-06-04,box of 24 cocktail parasols,29,0.71,20.59,11,1,9,11
2010-06-04,ceramic cake bowl hanging cakes,7,12.09,84.63,7,1,12,8
2010-06-04,charlotte bag pinkwhite spots,11,1.6600000000000001,18.26,5,0,8,5
2010-06-04,charlotte bag suki design,23,1.52,34.96,5,0,8,5
2010-06-04,chocolate this way metal sign,2,4.21,8.42,4,4,0,0
2010-06-04,colour glass tlight holder hanging,17,2.86,48.62,7,1,12,8
2010-06-04,cook with wine metal sign,2,1.9500000000000002,3.9,4,4,0,0
2010-06-04,cream cupid hearts coat hanger,52,2.67,138.84,7,1,12,8
2010-06-04,door mat 3 smiley cats,3,13.57,40.71,10,5,1,3
2010-06-04,door mat fancy font home sweet home,2,10.53,21.06,10,5,1,3
2010-06-04,door mat new england,13,9.14,118.82,10,5,1,3
2010-06-04,door mat red spot,1,13.57,13.57,10,5,1,3
2010-06-04,door mat spotty home sweet home,3,10.53,31.59,10,5,1,3
2010-06-04,door mat union flag,10,6.35,63.5,10,5,1,3
2010-06-04,doormat hearts,2,13.57,27.14,10,5,1,3
2010-06-04,doormat union jack guns and roses,5,13.57,67.85,10,5,1,3
2010-06-04,edwardian parasol black,2,12.72,25.44,11,1,9,11
2010-06-04,edwardian parasol natural,2,12.72,25.44,11,1,9,11
2010-06-04,fairy cake notebook a5 size,2,1.23,2.46,1,3,2,9
2010-06-04,fancy font birthday card,1,0.85,0.85,11,1,-1,11
2010-06-04,feltcraft 6 flower friends,6,2.1,12.6,12,1,10,2
2010-06-04,feltcraft cushion owl,4,3.75,15.0,12,1,10,2
2010-06-04,feltcraft doll rosie,2,5.91,11.82,12,1,10,2
2010-06-04,gin tonic diet metal sign,6,3.51,21.06,4,4,0,0
2010-06-04,hand over the chocolate sign,5,3.16,15.8,4,4,0,0
2010-06-04,hanging heart zinc tlight holder,171,2.06,352.26,7,1,12,8
2010-06-04,hanging jam jar tlight holder,132,0.81,106.92,7,1,12,8
2010-06-04,hanging metal star lantern,14,3.36,47.04,7,1,12,8
2010-06-04,heart filigree dove small,65,2.51,163.15,2,1,-1,2
2010-06-04,heart ivory trellis small,8,2.51,20.08,2,1,11,2
2010-06-04,heart of wicker large,4,5.91,23.64,2,1,11,2
2010-06-04,home sweet home metal sign,16,2.95,47.2,4,4,0,0
2010-06-04,hook 3 hanger magic garden,1,1.6600000000000001,1.6600000000000001,7,1,12,8
2010-06-04,hook 5 hanger magic toadstool,5,2.22,11.1,7,1,12,8
2010-06-04,hot baths metal sign,37,2.8,103.6,4,4,0,0
2010-06-04,i can only please one person mug,3,2.3,6.9,6,2,5,6
2010-06-04,im on holiday metal sign,3,2.1,6.3,4,4,0,0
2010-06-04,ivory hanging decoration heart,5,1.6600000000000001,8.3,7,1,12,8
2010-06-04,jumbo bag baroque black white,20,1.9500000000000002,39.0,5,0,8,5
2010-06-04,jumbo bag pink with white spots,40,3.31,132.4,5,0,8,5
2010-06-04,jumbo bag strawberry,31,1.9500000000000002,60.45,5,0,8,5
2010-06-04,jumbo bag toys,25,3.24,81.0,5,0,8,5
2010-06-04,jumbo shopper vintage red paisley,23,3.46,79.58,5,0,8,5
2010-06-04,jumbo storage bag skulls,34,2.85,96.9,5,0,8,5
2010-06-04,key fob shed,2,0.65,1.3,4,4,0,0
2010-06-04,ladies gentlemen metal sign,7,4.22,29.54,4,4,0,0
2010-06-04,large heart measuring spoons,3,1.6600000000000001,4.98,2,1,11,2
2010-06-04,love building block word,16,9.33,149.28,2,1,11,8
2010-06-04,lovebird hanging decoration white,1,1.6600000000000001,1.6600000000000001,7,1,12,8
2010-06-04,lunch bag cars blue,21,2.5,52.5,8,0,8,1
2010-06-04,lunch bag red spotty,27,3.19,86.13,3,0,8,7
2010-06-04,lunch bag woodland,6,3.36,20.16,8,0,8,1
2010-06-04,lunchbag pink retrospot,4,4.21,16.84,6,2,5,6
2010-06-04,lunchbag spaceboy design,34,2.29,77.86,8,0,8,1
2010-06-04,lunchbag suki design,23,3.19,73.37,8,0,8,1
2010-06-04,lunchbox with cutlery retrospot,3,5.06,15.18,6,2,5,6
2010-06-04,memo board cottage design,1,11.02,11.02,0,-1,-1,10
2010-06-04,memo board retrospot design,4,4.95,19.8,6,2,5,6
2010-06-04,metal sign take it or leave it,4,2.95,11.8,4,4,0,0
2010-06-04,mini cake stand hanging strawbery,21,10.17,213.57,7,1,12,8
2010-06-04,natural slate rectangle chalkboard,24,1.65,39.6,0,2,-1,10
2010-06-04,no singing metal sign,20,2.1,42.0,4,4,0,0
2010-06-04,pack 20 english rose paper napkins,2,1.6600000000000001,3.32,9,2,6,4
2010-06-04,pack of 12 hearts design tissues,2,0.55,1.1,1,3,2,9
2010-06-04,pack of 6 birdy gift tags,61,1.25,76.25,1,3,2,9
2010-06-04,pack of 6 pannetone gift boxes,13,3.8,49.4,1,3,2,9
2010-06-04,pack of 60 dinosaur cake cases,1,1.28,1.28,1,3,2,9
2010-06-04,pack of 60 mushroom cake cases,1,1.28,1.28,1,3,2,9
2010-06-04,pack of 60 pink paisley cake cases,27,1.1,29.7,1,3,2,9
2010-06-04,pack of 60 spaceboy cake cases,25,0.92,23.0,1,3,2,9
2010-06-04,pack of 72 retro spot cake cases,103,0.79,81.37,1,3,2,9
2010-06-04,pack of 72 skull cake cases,10,1.28,12.8,1,3,2,9
2010-06-04,paper bunting retro spots,34,4.8,163.2,0,2,6,4
2010-06-04,paper chain kit retro spot,8,4.43,35.44,0,2,6,4
2010-06-04,party bunting,38,8.05,305.9,0,1,-1,10
2010-06-04,party metal sign,2,4.21,8.42,4,4,0,0
2010-06-04,pink 3 piece mini dots cutlery set,14,5.68,79.52,9,2,6,4
2010-06-04,pink blue felt craft trinket box,14,1.88,26.32,12,1,10,2
2010-06-04,pink doughnut trinket pot,1,3.36,3.36,2,1,11,2
2010-06-04,pink fairy cake childs apron,1,4.21,4.21,1,3,2,9
2010-06-04,plasters in tin skulls,12,1.65,19.8,8,0,4,1
2010-06-04,plasters in tin spaceboy,24,1.65,39.6,8,0,4,1
2010-06-04,plasters in tin vintage paisley,8,1.65,13.2,8,0,4,1
2010-06-04,plasters in tin woodland animals,25,2.22,55.5,8,0,4,1
2010-06-04,pottering in the shed metal sign,7,3.08,21.56,4,4,0,0
2010-06-04,potting shed tea mug,14,1.25,17.5,6,2,5,6
2010-06-04,recycling bag retrospot,7,3.51,24.57,6,2,5,6
2010-06-04,red gingham rose jewellery box,3,3.36,10.08,2,1,-1,2
2010-06-04,red spot ceramic drawer knob,60,1.75,105.0,6,2,5,6
2010-06-04,red spotty biscuit tin,24,3.25,78.0,3,0,7,7
2010-06-04,red spotty bowl,32,3.51,112.32,3,0,7,7
2010-06-04,red spotty charlotte bag,33,1.5,49.5,5,0,8,5
2010-06-04,red spotty oven glove double,3,2.51,7.53,3,0,7,7
2010-06-04,red spotty round cake tins,16,9.62,153.92,3,0,7,7
2010-06-04,red spotty shopper bag,111,2.77,307.47,3,0,8,7
2010-06-04,red toadstool led night light,51,2.79,142.29,7,1,-1,8
2010-06-04,regency cakestand 3 tier,47,22.26,1046.22,6,2,6,4
2010-06-04,retro spot cake stand,12,16.32,195.84,6,2,5,6
2010-06-04,retro spot large milk jug,13,7.21,93.73,6,2,5,6
2010-06-04,retro spot small milk jug,30,2.55,76.5,6,2,5,6
2010-06-04,retro spot storage jar,8,6.33,50.64,6,2,5,6
2010-06-04,retro spot sugar jam bowl,6,2.55,15.3,6,2,5,6
2010-06-04,retro spot traditional teapot,6,10.96,65.76,6,2,5,6
2010-06-04,retro spots butter dish,5,10.17,50.85,6,2,5,6
2010-06-04,round container set of 5 retrospot,4,3.36,13.44,6,2,5,6
2010-06-04,round snack boxes set 4 fruits,6,2.95,17.7,9,2,-1,4
2010-06-04,round snack boxes set4 woodland,7,4.43,31.01,9,2,-1,4
2010-06-04,scottie dog hot water bottle,1,4.95,4.95,12,1,-1,2
2010-06-04,set 12 retro white chalk sticks,1,0.81,0.81,0,2,-1,4
2010-06-04,set of 36 paisley flower doilies,2,2.22,4.44,9,2,6,4
2010-06-04,set of 36 teatime paper doilies,2,2.22,4.44,9,2,6,4
2010-06-04,set of 72 pink heart paper doilies,10,2.6,26.0,9,2,6,4
2010-06-04,set of 72 retro spot paper doilies,3,2.98,8.94,9,2,6,4
2010-06-04,set10 pink spotty party candles,25,1.88,47.0,3,0,7,7
2010-06-04,set2 red spotty tea towels,1,5.91,5.91,3,0,7,7
2010-06-04,set20 red spotty paper napkins,60,1.31,78.6,3,0,7,7
2010-06-04,set5 red spotty lid glass bowls,23,4.43,101.89,3,0,7,7
2010-06-04,set6 purple butterfly tlights,9,2.94,26.46,7,1,12,8
2010-06-04,set6 red spotty paper cups,63,1.28,80.64,3,0,7,7
2010-06-04,skull shoulder bag,1,3.36,3.36,8,0,8,1
2010-06-04,skulls water transfer tattoos,4,1.6600000000000001,6.64,8,0,4,1
2010-06-04,small glass heart trinket pot,24,2.1,50.4,2,1,11,2
2010-06-04,small popcorn holder,32,1.05,33.6,7,1,12,8
2010-06-04,space boy birthday card,16,0.71,11.36,11,1,-1,11
2010-06-04,strawberry ceramic trinket box,27,1.88,50.76,2,1,-1,2
2010-06-04,strawberry charlotte bag,17,1.6600000000000001,28.22,5,0,8,5
2010-06-04,strawberry lunchbox with cutlery,3,2.55,7.65,9,2,6,4
2010-06-04,sweetheart ceramic trinket box,16,2.09,33.44,2,1,11,2
2010-06-04,tea bag plate red spotty,2,1.6600000000000001,3.32,3,0,7,7
2010-06-04,tea party birthday card,16,0.71,11.36,11,1,9,11
2010-06-04,toilet metal sign,1,1.28,1.28,4,4,0,0
2010-06-04,toy tidy pink retrospot,1,4.21,4.21,6,2,5,6
2010-06-04,victorian glass hanging tlight,4,2.51,10.04,7,1,12,8
2010-06-04,victorian sewing box large,5,22.3,111.5,2,1,-1,11
2010-06-04,vintage heads and tails card game,14,2.09,29.26,11,1,9,11
2010-06-04,vintage snap cards,27,1.34,36.18,11,1,-1,11
2010-06-04,vintage union jack cushion cover,2,13.57,27.14,11,1,9,11
2010-06-04,weekend bag vintage rose paisley,3,4.23,12.69,5,0,8,5
